id,Category,Sub_Category,title/entity_name,questions,answers,additional_info/tags
96,Placements,Company Information,SBI Pension Funds Eligible Branches (2024-2025),"Which branches were eligible for SBI Pension Funds in 2024-2025?
Who could apply for SBI Pension Funds?
SBI Pension Funds eligibility","For the 2024-2025 placement drive, the eligible branches for SBI Pension Funds were: CSE, IT, AIDS, ECE, EE, ME, MBA.","placements, company, sbi_pension_funds, branches, eligibility, apply, 2024-2025"
97,Placements,Company Information,Encon System Package (2024-2025),"What was the package from Encon System in 2024-2025?
Tell me the salary Encon System offered.
Encon System ctc","In the 2024-2025 session, Encon System offered a package of 3.2 LPA.","placements, company, encon_system, package, salary, ctc, 2024-2025"
98,Placements,Company Information,Encon System Visiting Date (2024-2025),"When did Encon System visit for placements in 2024-2025?
Encon System campus visit date?",Encon System visited for recruitments on 31st Jan 2025 during the 2024-2025 session.,"placements, company, encon_system, date, visit, schedule, 2024-2025"
99,Placements,Company Information,Encon System Eligible Branches (2024-2025),"Which branches were eligible for Encon System in 2024-2025?
Who could apply for Encon System?
Encon System eligibility","For the 2024-2025 placement drive, the eligible branches for Encon System were: ECE, EE, ME.","placements, company, encon_system, branches, eligibility, apply, 2024-2025"
100,Placements,Company Information,Infosys Package (2024-2025),"What was the package from Infosys in 2024-2025?
Tell me the salary Infosys offered.
Infosys ctc","In the 2024-2025 session, Infosys offered a package of 3.6 LPA.","placements, company, infosys, package, salary, ctc, 2024-2025"
101,Placements,Company Information,Infosys Visiting Date (2024-2025),"When did Infosys visit for placements in 2024-2025?
Infosys campus visit date?",Infosys visited for recruitments on 7th Feb 2025 during the 2024-2025 session.,"placements, company, infosys, date, visit, schedule, 2024-2025"
102,Placements,Company Information,Infosys Eligible Branches (2024-2025),"Which branches were eligible for Infosys in 2024-2025?
Who could apply for Infosys?
Infosys eligibility","For the 2024-2025 placement drive, the eligible branches for Infosys were: CSE, IT, AIDS, ECE, EE, ME.","placements, company, infosys, branches, eligibility, apply, 2024-2025"
103,Placements,Company Information,Utkarsh India Limited Package (2024-2025),"What was the package from Utkarsh India Limited in 2024-2025?
Tell me the salary Utkarsh India Limited offered.
Utkarsh India Limited ctc","In the 2024-2025 session, Utkarsh India Limited offered a package of 4.8 LPA.","placements, company, utkarsh_india_limited, package, salary, ctc, 2024-2025"
104,Placements,Company Information,Utkarsh India Limited Visiting Date (2024-2025),"When did Utkarsh India Limited visit for placements in 2024-2025?
Utkarsh India Limited campus visit date?",Utkarsh India Limited visited for recruitments on 13th Feb 2025 during the 2024-2025 session.,"placements, company, utkarsh_india_limited, date, visit, schedule, 2024-2025"
105,Placements,Company Information,Utkarsh India Limited Eligible Branches (2024-2025),"Which branches were eligible for Utkarsh India Limited in 2024-2025?
Who could apply for Utkarsh India Limited?
Utkarsh India Limited eligibility","For the 2024-2025 placement drive, the eligible branches for Utkarsh India Limited were: EE, ME, MBA.","placements, company, utkarsh_india_limited, branches, eligibility, apply, 2024-2025"
106,Placements,Company Information,Mahindra & Mahindra Package (2024-2025),"What was the package from Mahindra & Mahindra in 2024-2025?
Tell me the salary Mahindra & Mahindra offered.
Mahindra & Mahindra ctc","In the 2024-2025 session, Mahindra & Mahindra offered a package of 4.2 LPA.","placements, company, mahindra_&_mahindra, package, salary, ctc, 2024-2025"
107,Placements,Company Information,Mahindra & Mahindra Visiting Date (2024-2025),"When did Mahindra & Mahindra visit for placements in 2024-2025?
Mahindra & Mahindra campus visit date?",Mahindra & Mahindra visited for recruitments on 26th Feb 2025 during the 2024-2025 session.,"placements, company, mahindra_&_mahindra, date, visit, schedule, 2024-2025"
108,Placements,Company Information,Mahindra & Mahindra Eligible Branches (2024-2025),"Which branches were eligible for Mahindra & Mahindra in 2024-2025?
Who could apply for Mahindra & Mahindra?
Mahindra & Mahindra eligibility","For the 2024-2025 placement drive, the eligible branches for Mahindra & Mahindra were: ECE, EE, ME.","placements, company, mahindra_&_mahindra, branches, eligibility, apply, 2024-2025"
109,Placements,Company Information,Academor Package (2024-2025),"What was the package from Academor in 2024-2025?
Tell me the salary Academor offered.
Academor ctc","In the 2024-2025 session, Academor offered a package of 6.0 LPA.","placements, company, academor, package, salary, ctc, 2024-2025"
110,Placements,Company Information,Academor Visiting Date (2024-2025),"When did Academor visit for placements in 2024-2025?
Academor campus visit date?",Academor visited for recruitments on 27th Feb 2025 during the 2024-2025 session.,"placements, company, academor, date, visit, schedule, 2024-2025"
111,Placements,Company Information,Academor Eligible Branches (2024-2025),"Which branches were eligible for Academor in 2024-2025?
Who could apply for Academor?
Academor eligibility","For the 2024-2025 placement drive, the eligible branches for Academor were: CSE, IT, AIDS, ECE, EE, ME, MBA.","placements, company, academor, branches, eligibility, apply, 2024-2025"
112,Placements,Company Information,Skipper Limited Package (2024-2025),"What was the package from Skipper Limited in 2024-2025?
Tell me the salary Skipper Limited offered.
Skipper Limited ctc","In the 2024-2025 session, Skipper Limited offered a package of 5.5 LPA.","placements, company, skipper_limited, package, salary, ctc, 2024-2025"
113,Placements,Company Information,Skipper Limited Visiting Date (2024-2025),"When did Skipper Limited visit for placements in 2024-2025?
Skipper Limited campus visit date?",Skipper Limited visited for recruitments on 6th March 2025 during the 2024-2025 session.,"placements, company, skipper_limited, date, visit, schedule, 2024-2025"
114,Placements,Company Information,Skipper Limited Eligible Branches (2024-2025),"Which branches were eligible for Skipper Limited in 2024-2025?
Who could apply for Skipper Limited?
Skipper Limited eligibility","For the 2024-2025 placement drive, the eligible branches for Skipper Limited were: EE.","placements, company, skipper_limited, branches, eligibility, apply, 2024-2025"
115,Placements,Company Information,Celebal Technologies Package (2024-2025),"What was the package from Celebal Technologies in 2024-2025?
Tell me the salary Celebal Technologies offered.
Celebal Technologies ctc","In the 2024-2025 session, Celebal Technologies offered a package of 6.5 LPA.","placements, company, celebal_technologies, package, salary, ctc, 2024-2025"
116,Placements,Company Information,Celebal Technologies Visiting Date (2024-2025),"When did Celebal Technologies visit for placements in 2024-2025?
Celebal Technologies campus visit date?",Celebal Technologies visited for recruitments on 8th March 2025 during the 2024-2025 session.,"placements, company, celebal_technologies, date, visit, schedule, 2024-2025"
117,Placements,Company Information,Celebal Technologies Eligible Branches (2024-2025),"Which branches were eligible for Celebal Technologies in 2024-2025?
Who could apply for Celebal Technologies?
Celebal Technologies eligibility","For the 2024-2025 placement drive, the eligible branches for Celebal Technologies were: CSE, IT, AIDS, ECE, EE, ME.","placements, company, celebal_technologies, branches, eligibility, apply, 2024-2025"
118,Placements,Company Information,24[7] .AI Package (2024-2025),"What was the package from 24[7] .AI in 2024-2025?
Tell me the salary 24[7] .AI offered.
24[7] .AI ctc","In the 2024-2025 session, 24[7] .AI offered a package of 3.0 LPA.","placements, company, 24[7]_ai, package, salary, ctc, 2024-2025"
119,Placements,Company Information,24[7] .AI Visiting Date (2024-2025),"When did 24[7] .AI visit for placements in 2024-2025?
24[7] .AI campus visit date?",24[7] .AI visited for recruitments on 10th March 2025 during the 2024-2025 session.,"placements, company, 24[7]_ai, date, visit, schedule, 2024-2025"
120,Placements,Company Information,24[7] .AI Eligible Branches (2024-2025),"Which branches were eligible for 24[7] .AI in 2024-2025?
Who could apply for 24[7] .AI?
24[7] .AI eligibility","For the 2024-2025 placement drive, the eligible branches for 24[7] .AI were: CSE, IT, AIDS, ECE, EE, ME.","placements, company, 24[7]_ai, branches, eligibility, apply, 2024-2025"
121,Placements,Company Information,Tata Consultancy Services Package (2024-2025),"What was the package from Tata Consultancy Services in 2024-2025?
Tell me the salary Tata Consultancy Services offered.
Tata Consultancy Services ctc","In the 2024-2025 session, Tata Consultancy Services offered a package of 9.08 LPA.","placements, company, tata_consultancy_services, package, salary, ctc, 2024-2025"
122,Placements,Company Information,Tata Consultancy Services Visiting Date (2024-2025),"When did Tata Consultancy Services visit for placements in 2024-2025?
Tata Consultancy Services campus visit date?",Tata Consultancy Services visited for recruitments on 15th March 2025 during the 2024-2025 session.,"placements, company, tata_consultancy_services, date, visit, schedule, 2024-2025"
123,Placements,Company Information,Tata Consultancy Services Eligible Branches (2024-2025),"Which branches were eligible for Tata Consultancy Services in 2024-2025?
Who could apply for Tata Consultancy Services?
Tata Consultancy Services eligibility","For the 2024-2025 placement drive, the eligible branches for Tata Consultancy Services were: CSE, IT, AIDS, ECE, EE, ME.","placements, company, tata_consultancy_services, branches, eligibility, apply, 2024-2025"
124,Placements,Company Information,Shriram Finance Package (2024-2025),"What was the package from Shriram Finance in 2024-2025?
Tell me the salary Shriram Finance offered.
Shriram Finance ctc","In the 2024-2025 session, Shriram Finance offered a package of 3.18 LPA.","placements, company, shriram_finance, package, salary, ctc, 2024-2025"
125,Placements,Company Information,Shriram Finance Visiting Date (2024-2025),"When did Shriram Finance visit for placements in 2024-2025?
Shriram Finance campus visit date?",Shriram Finance visited for recruitments on 19th March 2025 during the 2024-2025 session.,"placements, company, shriram_finance, date, visit, schedule, 2024-2025"
126,Placements,Company Information,Shriram Finance Eligible Branches (2024-2025),"Which branches were eligible for Shriram Finance in 2024-2025?
Who could apply for Shriram Finance?
Shriram Finance eligibility","For the 2024-2025 placement drive, the eligible branches for Shriram Finance were: EE, ME.","placements, company, shriram_finance, branches, eligibility, apply, 2024-2025"
127,Placements,Company Information,Cloudy Coders Package (2024-2025),"What was the package from Cloudy Coders in 2024-2025?
Tell me the salary Cloudy Coders offered.
Cloudy Coders ctc","In the 2024-2025 session, Cloudy Coders offered a package of 4.0 LPA.","placements, company, cloudy_coders, package, salary, ctc, 2024-2025"
128,Placements,Company Information,Cloudy Coders Visiting Date (2024-2025),"When did Cloudy Coders visit for placements in 2024-2025?
Cloudy Coders campus visit date?",Cloudy Coders visited for recruitments on 22nd March 2025 during the 2024-2025 session.,"placements, company, cloudy_coders, date, visit, schedule, 2024-2025"
129,Placements,Company Information,Cloudy Coders Eligible Branches (2024-2025),"Which branches were eligible for Cloudy Coders in 2024-2025?
Who could apply for Cloudy Coders?
Cloudy Coders eligibility","For the 2024-2025 placement drive, the eligible branches for Cloudy Coders were: CSE.","placements, company, cloudy_coders, branches, eligibility, apply, 2024-2025"
130,Placements,Company Information,Axestrack Package (2024-2025),"What was the package from Axestrack in 2024-2025?
Tell me the salary Axestrack offered.
Axestrack ctc","In the 2024-2025 session, Axestrack offered a package of 3.0 LPA.","placements, company, axestrack, package, salary, ctc, 2024-2025"
131,Placements,Company Information,Axestrack Visiting Date (2024-2025),"When did Axestrack visit for placements in 2024-2025?
Axestrack campus visit date?",Axestrack visited for recruitments on 22nd March 2025 during the 2024-2025 session.,"placements, company, axestrack, date, visit, schedule, 2024-2025"
